FECHA,TMAX,TMIN,NOMBRE
01092019,19.1,2.4,PILAR OBSERVATORIO
01092019,21.0,11.2,POSADAS AERO
01092019,22.2,4.5,PRESIDENCIA ROQUE SAENZ PEÑA AERO
01092019,5.2,-0.3,PUERTO DESEADO AERO
01092019,12.5,-2.2,PUERTO MADRYN AERO
01092019,12.8,4.7,PUNTA INDIO B.A.
01092019,20.0,5.7,RAFAELA AERO
01092019,21.7,6.8,RECONQUISTA AERO
01092019,22.2,8.4,RESISTENCIA AERO
01092019,14.2,-1.4,RIO COLORADO
01092019,17.0,5.6,RIO CUARTO AERO
01092019,7.1,1.3,RIO GALLEGOS AERO
01092019,4.8,-1.2,RIO GRANDE B.A.
01092019,27.5,12.8,RIVADAVIA
01092019,17.7,2.0,ROSARIO AERO
01092019,20.6,2.2,SALTA AERO
01092019,15.8,2.4,SAN ANTONIO OESTE AERO
01092019,,,SAN CARLOS (MZA)
01092019,14.0,5.0,SAN FERNANDO AERO
01092019,20.0,5.0,SAN JUAN AERO
01092019,7.1,0.5,SAN JULIAN AERO
01092019,20.8,9.3,SAN LUIS AERO
01092019,19.1,5.4,SAN MARTIN (MZA)
01092019,16.0,0.2,SAN RAFAEL AERO
01092019,5.2,0.0,SANTA CRUZ AERO
01092019,14.7,1.6,SANTA ROSA AERO
01092019,20.7,1.1,SANTA ROSA DE CONLARA AERO
01092019,24.2,2.4,SANTIAGO DEL ESTERO AERO
01092019,19.8,5.3,SAUCE VIEJO AERO
01092019,21.8,5.4,SUNCHALES AERO
01092019,11.3,0.0,TANDIL AERO
01092019,24.5,9.7,TARTAGAL AERO
01092019,21.8,2.0,TERMAS DE RIO HONDO AERO
01092019,23.0,3.0,TINOGASTA
01092019,13.4,-2.9,TRELEW AERO
01092019,,,TRENQUE LAUQUEN
01092019,,2.8,TRES ARROYOS
01092019,24.2,6.5,TUCUMAN AERO
01092019,1.4,-1.4,USHUAIA AERO
01092019,15.5,-3.5,USPALLATA
01092019,16.0,2.7,VENADO TUERTO AERO
01092019,15.4,-2.5,VICTORICA
01092019,13.1,0.8,VIEDMA AERO
01092019,22.5,0.1,VILLA DE MARIA DEL RIO SECO
01092019,21.8,5.7,VILLA DOLORES AERO
01092019,,5.0,VILLA GESELL AERO
01092019,16.8,-4.2,VILLA REYNOLDS AERO
31082019,19.6,10.0,AEROPARQUE AERO
31082019,17.1,-1.5,AZUL AERO
31082019,16.4,-1.6,BAHIA BLANCA AERO
31082019,10.0,1.5,BARILOCHE AERO
31082019,-17.5,-21.0,BASE BELGRANO II
31082019,-1.6,-10.8,BASE CARLINI (EX JUBANY)
31082019,-8.6,-14.2,BASE ESPERANZA
31082019,-11.9,-18.3,BASE MARAMBIO
31082019,-12.8,-17.3,BASE ORCADAS
31082019,-2.5,-10.8,BASE SAN MARTIN
31082019,16.2,0.0,BENITO JUAREZ AERO
31082019,25.0,13.7,BERNARDO DE IRIGOYEN AERO
31082019,17.9,-0.8,BOLIVAR AERO
31082019,19.8,7.3,BUENOS AIRES OBSERVATORIO
31082019,17.5,3.4,CAMPO DE MAYO AERO
31082019,23.5,11.8,CATAMARCA AERO
31082019,22.2,7.0,CERES AERO
31082019,23.4,5.9,CHAMICAL AERO
31082019,11.6,2.3,CHAPELCO AERO
31082019,22.0,8.0,CHEPES
31082019,23.2,4.0,CHILECITO AERO
31082019,17.3,4.9,CIPOLLETTI
31082019,11.0,4.4,COMODORO RIVADAVIA AERO
31082019,19.1,5.5,CONCORDIA AERO
31082019,21.0,1.3,CORDOBA AERO
31082019,22.0,5.4,CORDOBA OBSERVATORIO
31082019,17.6,-1.5,CORONEL PRINGLES AERO
31082019,17.3,-2.8,CORONEL SUAREZ AERO
31082019,22.5,12.9,CORRIENTES AERO
31082019,16.5,3.0,DOLORES AERO
31082019,13.5,-2.4,EL BOLSON AERO
31082019,11.4,0.2,EL CALAFATE AERO
31082019,19.0,0.8,EL PALOMAR AERO
31082019,20.7,2.2,EL TREBOL
31082019,20.5,3.0,ESCUELA DE AVIACION MILITAR AERO
31082019,9.0,3.2,ESQUEL AERO
31082019,17.3,3.6,EZEIZA AERO
31082019,27.6,15.0,FORMOSA AERO
31082019,20.0,0.2,GENERAL PICO AERO
31082019,10.0,2.0,GOBERNADOR GREGORES AERO
31082019,18.7,1.1,GUALEGUAYCHU AERO
31082019,25.5,17.9,IGUAZU AERO
31082019,24.0,14.8,ITUZAINGO
31082019,19.0,-0.8,JACHAL
31082019,21.4,14.4,JUJUY AERO
31082019,20.9,11.4,JUJUY U N
31082019,18.8,4.5,JUNIN AERO
31082019,17.7,3.2,LA PLATA AERO
31082019,21.4,-6.0,LA QUIACA OBSERVATORIO
31082019,24.9,4.9,LA RIOJA AERO
31082019,20.7,2.7,LABOULAYE AERO
31082019,17.0,1.5,LAS FLORES
31082019,25.8,14.5,LAS LOMITAS
31082019,13.9,-3.0,MALARGUE AERO
31082019,9.5,-1.6,MAQUINCHAO
31082019,15.4,3.4,MAR DEL PLATA AERO
31082019,20.7,1.4,MARCOS JUAREZ AERO
31082019,18.8,1.5,MARIANO MORENO AERO
31082019,19.6,5.0,MENDOZA AERO
31082019,,4.4,MENDOZA OBSERVATORIO
31082019,21.5,10.2,MERCEDES AERO (CTES)
31082019,18.9,4.4,MERLO AERO
31082019,,,METAN
31082019,20.3,9.8,MONTE CASEROS AERO
31082019,18.2,4.9,MORON AERO
31082019,16.3,3.6,NEUQUEN AERO
31082019,19.5,2.4,NUEVE DE JULIO
31082019,25.8,13.8,OBERA
31082019,16.5,-0.6,OLAVARRIA AERO
31082019,24.8,17.5,ORAN AERO
31082019,19.9,8.0,PARANA AERO
31082019,11.1,1.0,PASO DE INDIOS
31082019,19.9,11.4,PASO DE LOS LIBRES AERO
31082019,18.2,3.5,PEHUAJO AERO
31082019,11.0,3.9,PERITO MORENO AERO
31082019,16.3,0.6,PIGUE AERO
31082019,20.5,3.8,PILAR OBSERVATORIO
31082019,27.6,15.7,POSADAS AERO
31082019,22.7,12.2,PRESIDENCIA ROQUE SAENZ PEÑA AERO
31082019,7.8,0.5,PUERTO DESEADO AERO
31082019,12.8,3.0,PUERTO MADRYN AERO
31082019,17.0,2.5,PUNTA INDIO B.A.
31082019,20.0,5.0,RAFAELA AERO
31082019,21.1,7.4,RECONQUISTA AERO
31082019,22.0,12.9,RESISTENCIA AERO
31082019,16.4,2.0,RIO COLORADO
31082019,20.2,3.8,RIO CUARTO AERO
31082019,9.0,0.6,RIO GALLEGOS AERO
31082019,7.8,-0.5,RIO GRANDE B.A.
31082019,27.0,14.8,RIVADAVIA
31082019,21.0,0.8,ROSARIO AERO
31082019,19.5,11.0,SALTA AERO
31082019,14.2,-0.9,SAN ANTONIO OESTE AERO
31082019,19.0,-1.0,SAN CARLOS (MZA)
31082019,18.5,2.9,SAN FERNANDO AERO
31082019,21.0,1.7,SAN JUAN AERO
31082019,8.4,0.0,SAN JULIAN AERO
31082019,20.6,6.8,SAN LUIS AERO
31082019,20.0,4.1,SAN MARTIN (MZA)
31082019,16.8,0.1,SAN RAFAEL AERO
31082019,9.3,0.2,SANTA CRUZ AERO
31082019,18.5,0.8,SANTA ROSA AERO
31082019,21.5,-1.7,SANTA ROSA DE CONLARA AERO
31082019,23.5,5.0,SANTIAGO DEL ESTERO AERO
31082019,21.1,4.4,SAUCE VIEJO AERO
31082019,20.6,4.8,SUNCHALES AERO
31082019,16.2,-1.1,TANDIL AERO
31082019,22.6,14.6,TARTAGAL AERO
31082019,20.8,5.0,TERMAS DE RIO HONDO AERO
31082019,21.2,4.0,TINOGASTA
31082019,12.0,4.3,TRELEW AERO
31082019,20.0,2.2,TRENQUE LAUQUEN
31082019,,2.2,TRES ARROYOS
31082019,20.6,7.4,TUCUMAN AERO
31082019,4.6,0.5,USHUAIA AERO
31082019,18.2,-3.0,USPALLATA
31082019,20.0,2.7,VENADO TUERTO AERO
31082019,17.7,1.0,VICTORICA
31082019,13.6,1.6,VIEDMA AERO
31082019,21.0,1.1,VILLA DE MARIA DEL RIO SECO
31082019,22.3,2.3,VILLA DOLORES AERO
31082019,14.7,5.2,VILLA GESELL AERO
31082019,19.9,-3.6,VILLA REYNOLDS AERO
30082019,17.0,12.8,AEROPARQUE AERO
30082019,17.8,-2.2,AZUL AERO
30082019,17.0,0.5,BAHIA BLANCA AERO
30082019,9.4,3.4,BARILOCHE AERO
30082019,-17.0,-21.0,BASE BELGRANO II
30082019,-3.3,-6.6,BASE CARLINI (EX JUBANY)
30082019,-5.4,-12.6,BASE ESPERANZA
30082019,-9.7,-19.1,BASE MARAMBIO
30082019,-7.5,-14.0,BASE ORCADAS
30082019,-2.7,-13.0,BASE SAN MARTIN
30082019,18.3,1.2,BENITO JUAREZ AERO
30082019,30.2,19.4,BERNARDO DE IRIGOYEN AERO
30082019,19.1,4.4,BOLIVAR AERO
30082019,16.1,11.1,BUENOS AIRES OBSERVATORIO
30082019,15.0,8.3,CAMPO DE MAYO AERO
30082019,24.0,14.8,CATAMARCA AERO
30082019,20.9,13.0,CERES AERO
30082019,23.4,9.4,CHAMICAL AERO
30082019,10.0,1.8,CHAPELCO AERO
30082019,22.0,11.0,CHEPES
30082019,23.1,8.4,CHILECITO AERO
30082019,16.2,4.4,CIPOLLETTI
30082019,16.8,5.1,COMODORO RIVADAVIA AERO
30082019,22.6,10.9,CONCORDIA AERO
30082019,20.0,6.7,CORDOBA AERO
30082019,21.0,10.0,CORDOBA OBSERVATORIO
30082019,18.1,0.5,CORONEL PRINGLES AERO
30082019,18.1,0.9,CORONEL SUAREZ AERO
30082019,32.1,22.0,CORRIENTES AERO
30082019,16.8,3.8,DOLORES AERO
30082019,13.7,3.1,EL BOLSON AERO
30082019,9.9,-1.5,EL CALAFATE AERO
30082019,16.0,6.0,EL PALOMAR AERO
30082019,20.2,10.6,EL TREBOL
30082019,20.5,7.0,ESCUELA DE AVIACION MILITAR AERO
30082019,8.8,3.2,ESQUEL AERO
30082019,15.3,8.9,EZEIZA AERO
30082019,34.4,20.2,FORMOSA AERO
30082019,20.0,5.8,GENERAL PICO AERO
30082019,9.5,2.4,GOBERNADOR GREGORES AERO
30082019,17.6,11.8,GUALEGUAYCHU AERO
30082019,33.7,17.7,IGUAZU AERO
30082019,33.5,17.9,ITUZAINGO
30082019,18.5,4.2,JACHAL
30082019,29.3,15.6,JUJUY AERO
30082019,27.2,13.2,JUJUY U N
30082019,17.4,7.3,JUNIN AERO
30082019,14.7,7.5,LA PLATA AERO
30082019,22.0,-1.4,LA QUIACA OBSERVATORIO
30082019,24.0,11.0,LA RIOJA AERO
30082019,18.8,7.2,LABOULAYE AERO
30082019,17.0,3.9,LAS FLORES
30082019,36.4,21.0,LAS LOMITAS
30082019,16.4,0.4,MALARGUE AERO
30082019,9.8,-0.5,MAQUINCHAO
30082019,18.1,0.9,MAR DEL PLATA AERO
30082019,20.6,4.6,MARCOS JUAREZ AERO
30082019,15.8,4.9,MARIANO MORENO AERO
30082019,19.4,9.6,MENDOZA AERO
30082019,,6.9,MENDOZA OBSERVATORIO
30082019,24.6,15.8,MERCEDES AERO (CTES)
30082019,16.0,7.5,MERLO AERO
30082019,,,METAN
30082019,24.2,13.2,MONTE CASEROS AERO
30082019,16.0,9.7,MORON AERO
30082019,16.1,5.4,NEUQUEN AERO
30082019,17.6,7.9,NUEVE DE JULIO
30082019,33.5,21.5,OBERA
30082019,19.3,-0.5,OLAVARRIA AERO
30082019,30.1,16.6,ORAN AERO
30082019,17.8,11.5,PARANA AERO
30082019,12.5,3.7,PASO DE INDIOS
30082019,23.3,15.4,PASO DE LOS LIBRES AERO
30082019,20.1,7.2,PEHUAJO AERO
30082019,11.0,4.0,PERITO MORENO AERO
30082019,16.5,2.2,PIGUE AERO
30082019,20.0,8.1,PILAR OBSERVATORIO
30082019,33.9,20.0,POSADAS AERO
30082019,29.2,18.9,PRESIDENCIA ROQUE SAENZ PEÑA AERO
30082019,9.2,-1.2,PUERTO DESEADO AERO
30082019,14.0,1.9,PUERTO MADRYN AERO
30082019,14.8,8.5,PUNTA INDIO B.A.
30082019,18.8,9.0,RAFAELA AERO
30082019,24.7,14.2,RECONQUISTA AERO
30082019,32.0,21.1,RESISTENCIA AERO
30082019,17.2,3.2,RIO COLORADO
30082019,18.8,9.6,RIO CUARTO AERO
30082019,10.0,0.0,RIO GALLEGOS AERO
30082019,7.9,-4.2,RIO GRANDE B.A.
30082019,30.8,18.6,RIVADAVIA
30082019,20.3,9.6,ROSARIO AERO
30082019,28.4,13.5,SALTA AERO
30082019,,-0.5,SAN ANTONIO OESTE AERO
30082019,19.0,6.5,SAN CARLOS (MZA)
30082019,16.2,10.0,SAN FERNANDO AERO
30082019,21.1,6.0,SAN JUAN AERO
30082019,9.5,-0.6,SAN JULIAN AERO
30082019,19.8,10.9,SAN LUIS AERO
30082019,20.1,8.7,SAN MARTIN (MZA)
30082019,16.5,4.6,SAN RAFAEL AERO
30082019,9.6,-2.1,SANTA CRUZ AERO
30082019,,1.5,SANTA ROSA AERO
30082019,22.0,6.2,SANTA ROSA DE CONLARA AERO
30082019,22.9,16.2,SANTIAGO DEL ESTERO AERO
30082019,19.3,12.5,SAUCE VIEJO AERO
30082019,18.3,10.0,SUNCHALES AERO
30082019,17.5,-2.0,TANDIL AERO
30082019,29.0,16.5,TARTAGAL AERO
30082019,23.2,17.5,TERMAS DE RIO HONDO AERO
30082019,25.2,9.0,TINOGASTA
30082019,15.5,1.9,TRELEW AERO
30082019,21.1,8.8,TRENQUE LAUQUEN
30082019,17.5,3.5,TRES ARROYOS
30082019,23.4,14.0,TUCUMAN AERO
30082019,6.0,0.5,USHUAIA AERO
30082019,16.1,5.0,USPALLATA
30082019,18.9,10.1,VENADO TUERTO AERO
30082019,18.4,2.5,VICTORICA
30082019,15.7,0.8,VIEDMA AERO
30082019,19.6,8.4,VILLA DE MARIA DEL RIO SECO
30082019,22.6,11.6,VILLA DOLORES AERO
30082019,17.5,2.0,VILLA GESELL AERO
30082019,17.8,5.6,VILLA REYNOLDS AERO
29082019,22.7,16.3,AEROPARQUE AERO
29082019,21.7,8.0,AZUL AERO
29082019,19.0,6.5,BAHIA BLANCA AERO
29082019,8.0,2.0,BARILOCHE AERO
29082019,-17.0,-21.0,BASE BELGRANO II
29082019,-0.6,-6.4,BASE CARLINI (EX JUBANY)
29082019,-4.4,-7.0,BASE ESPERANZA
29082019,-8.6,-13.2,BASE MARAMBIO
29082019,-3.5,-8.6,BASE ORCADAS
29082019,-5.5,-12.5,BASE SAN MARTIN
29082019,20.0,5.2,BENITO JUAREZ AERO
29082019,28.6,17.8,BERNARDO DE IRIGOYEN AERO
29082019,20.7,9.7,BOLIVAR AERO
29082019,23.4,15.9,BUENOS AIRES OBSERVATORIO
29082019,23.9,14.8,CAMPO DE MAYO AERO
29082019,35.0,16.8,CATAMARCA AERO
29082019,27.5,19.2,CERES AERO
29082019,31.2,15.2,CHAMICAL AERO
29082019,8.6,2.4,CHAPELCO AERO
29082019,29.0,15.0,CHEPES
29082019,33.0,12.6,CHILECITO AERO
29082019,19.4,4.8,CIPOLLETTI
29082019,14.3,5.4,COMODORO RIVADAVIA AERO
29082019,30.9,19.2,CONCORDIA AERO
29082019,26.2,12.9,CORDOBA AERO
29082019,27.1,16.4,CORDOBA OBSERVATORIO
29082019,20.8,7.5,CORONEL PRINGLES AERO
29082019,20.8,5.6,CORONEL SUAREZ AERO
29082019,33.3,18.7,CORRIENTES AERO
29082019,20.0,10.6,DOLORES AERO
29082019,11.0,3.6,EL BOLSON AERO
29082019,9.4,0.0,EL CALAFATE AERO
29082019,24.5,14.5,EL PALOMAR AERO
29082019,25.0,14.1,EL TREBOL
29082019,28.5,9.7,ESCUELA DE AVIACION MILITAR AERO
29082019,7.9,3.0,ESQUEL AERO
29082019,24.7,13.2,EZEIZA AERO
29082019,34.0,18.0,FORMOSA AERO
29082019,24.5,8.6,GENERAL PICO AERO
29082019,10.0,0.5,GOBERNADOR GREGORES AERO
29082019,24.3,16.6,GUALEGUAYCHU AERO
29082019,32.5,16.5,IGUAZU AERO
29082019,32.0,17.0,ITUZAINGO
29082019,29.5,11.3,JACHAL
29082019,35.8,15.8,JUJUY AERO
29082019,33.0,13.5,JUJUY U N
29082019,22.8,13.2,JUNIN AERO
29082019,22.3,13.2,LA PLATA AERO
29082019,21.5,-0.7,LA QUIACA OBSERVATORIO
29082019,32.8,12.9,LA RIOJA AERO
29082019,22.5,12.2,LABOULAYE AERO
29082019,22.0,10.1,LAS FLORES
29082019,36.3,18.6,LAS LOMITAS
29082019,19.0,4.5,MALARGUE AERO
29082019,10.8,0.5,MAQUINCHAO
29082019,20.6,7.7,MAR DEL PLATA AERO
29082019,22.9,9.8,MARCOS JUAREZ AERO
29082019,23.8,13.4,MARIANO MORENO AERO
29082019,23.6,14.2,MENDOZA AERO
29082019,,11.8,MENDOZA OBSERVATORIO
29082019,32.5,18.0,MERCEDES AERO (CTES)
29082019,24.0,14.2,MERLO AERO
29082019,,13.5,METAN
29082019,33.2,17.7,MONTE CASEROS AERO
29082019,23.8,14.5,MORON AERO
29082019,18.6,3.6,NEUQUEN AERO
29082019,22.8,11.7,NUEVE DE JULIO
29082019,32.5,21.0,OBERA
29082019,19.9,9.1,OLAVARRIA AERO
29082019,36.2,16.0,ORAN AERO
29082019,26.1,16.4,PARANA AERO
29082019,11.5,2.2,PASO DE INDIOS
29082019,32.3,16.5,PASO DE LOS LIBRES AERO
29082019,21.0,10.1,PEHUAJO AERO
29082019,9.0,1.9,PERITO MORENO AERO
29082019,15.6,4.4,PIGUE AERO
29082019,28.3,13.7,PILAR OBSERVATORIO
29082019,33.0,19.6,POSADAS AERO
29082019,37.0,17.9,PRESIDENCIA ROQUE SAENZ PEÑA AERO
29082019,10.8,1.0,PUERTO DESEADO AERO
29082019,15.2,2.8,PUERTO MADRYN AERO
29082019,22.0,12.0,PUNTA INDIO B.A.
29082019,24.8,16.4,RAFAELA AERO
29082019,35.5,20.8,RECONQUISTA AERO
29082019,34.4,17.2,RESISTENCIA AERO
29082019,18.2,5.2,RIO COLORADO
29082019,22.7,11.3,RIO CUARTO AERO
29082019,9.0,1.8,RIO GALLEGOS AERO
29082019,8.8,1.0,RIO GRANDE B.A.
29082019,39.0,21.3,RIVADAVIA
29082019,25.0,13.3,ROSARIO AERO
29082019,35.1,12.2,SALTA AERO
29082019,17.2,2.1,SAN ANTONIO OESTE AERO
29082019,21.4,9.5,SAN CARLOS (MZA)
29082019,23.4,16.2,SAN FERNANDO AERO
29082019,24.6,9.0,SAN JUAN AERO
29082019,10.1,2.5,SAN JULIAN AERO
29082019,23.6,14.5,SAN LUIS AERO
29082019,21.7,11.7,SAN MARTIN (MZA)
29082019,27.0,5.8,SAN RAFAEL AERO
29082019,10.0,0.6,SANTA CRUZ AERO
29082019,22.8,8.7,SANTA ROSA AERO
29082019,27.0,14.2,SANTA ROSA DE CONLARA AERO
29082019,34.2,15.5,SANTIAGO DEL ESTERO AERO
29082019,27.8,18.4,SAUCE VIEJO AERO
29082019,25.7,17.4,SUNCHALES AERO
29082019,19.3,6.0,TANDIL AERO
29082019,35.2,14.2,TARTAGAL AERO
29082019,34.8,14.0,TERMAS DE RIO HONDO AERO
29082019,36.5,9.0,TINOGASTA
29082019,15.0,4.0,TRELEW AERO
29082019,24.0,9.0,TRENQUE LAUQUEN
29082019,22.1,8.0,TRES ARROYOS
29082019,35.2,19.3,TUCUMAN AERO
29082019,5.2,1.5,USHUAIA AERO
29082019,23.5,3.6,USPALLATA
29082019,23.0,12.7,VENADO TUERTO AERO
29082019,22.8,5.7,VICTORICA
29082019,16.9,3.0,VIEDMA AERO
29082019,28.4,17.4,VILLA DE MARIA DEL RIO SECO
29082019,27.5,14.4,VILLA DOLORES AERO
29082019,18.3,7.8,VILLA GESELL AERO
29082019,23.0,7.9,VILLA REYNOLDS AERO
28082019,22.0,15.6,AEROPARQUE AERO
28082019,25.2,15.0,AZUL AERO
28082019,25.0,16.6,BAHIA BLANCA AERO
28082019,9.0,-0.4,BARILOCHE AERO
28082019,-17.0,-23.0,BASE BELGRANO II
28082019,0.9,-4.4,BASE CARLINI (EX JUBANY)
28082019,-1.7,-5.2,BASE ESPERANZA
28082019,-4.1,-11.9,BASE MARAMBIO
28082019,-2.8,-5.5,BASE ORCADAS
28082019,-0.5,-9.0,BASE SAN MARTIN
28082019,25.7,14.7,BENITO JUAREZ AERO
28082019,27.5,17.0,BERNARDO DE IRIGOYEN AERO
28082019,27.6,16.4,BOLIVAR AERO
28082019,26.0,16.5,BUENOS AIRES OBSERVATORIO
28082019,26.5,16.4,CAMPO DE MAYO AERO
28082019,34.0,17.8,CATAMARCA AERO
28082019,33.4,17.2,CERES AERO
28082019,32.8,15.9,CHAMICAL AERO
28082019,9.9,1.2,CHAPELCO AERO
28082019,32.0,15.0,CHEPES
28082019,35.5,9.3,CHILECITO AERO
28082019,22.8,9.6,CIPOLLETTI
28082019,15.6,6.2,COMODORO RIVADAVIA AERO
28082019,27.0,14.2,CONCORDIA AERO
28082019,34.4,14.1,CORDOBA AERO
28082019,34.8,16.8,CORDOBA OBSERVATORIO
28082019,25.6,15.3,CORONEL PRINGLES AERO
28082019,27.3,16.2,CORONEL SUAREZ AERO
28082019,31.9,17.1,CORRIENTES AERO
28082019,25.7,13.0,DOLORES AERO
28082019,11.5,4.0,EL BOLSON AERO
28082019,7.9,-0.2,EL CALAFATE AERO
28082019,26.9,16.5,EL PALOMAR AERO
28082019,30.8,15.0,EL TREBOL
28082019,33.8,12.6,ESCUELA DE AVIACION MILITAR AERO
28082019,7.2,1.5,ESQUEL AERO
28082019,27.9,17.4,EZEIZA AERO
28082019,33.4,16.3,FORMOSA AERO
28082019,31.5,13.5,GENERAL PICO AERO
28082019,9.0,1.0,GOBERNADOR GREGORES AERO
28082019,28.5,13.3,GUALEGUAYCHU AERO
28082019,32.4,14.6,IGUAZU AERO
28082019,30.4,13.0,ITUZAINGO
28082019,36.0,3.2,JACHAL
28082019,31.3,16.4,JUJUY AERO
28082019,29.6,13.2,JUJUY U N
28082019,28.8,14.5,JUNIN AERO
28082019,23.9,14.3,LA PLATA AERO
28082019,19.7,-1.7,LA QUIACA OBSERVATORIO
28082019,35.0,12.5,LA RIOJA AERO
28082019,29.0,15.8,LABOULAYE AERO
28082019,26.0,15.5,LAS FLORES
28082019,34.6,18.8,LAS LOMITAS
28082019,24.0,5.5,MALARGUE AERO
28082019,12.0,2.6,MAQUINCHAO
28082019,24.0,12.9,MAR DEL PLATA AERO
28082019,30.3,15.0,MARCOS JUAREZ AERO
28082019,26.4,13.6,MARIANO MORENO AERO
28082019,28.0,8.2,MENDOZA AERO
28082019,,9.7,MENDOZA OBSERVATORIO
28082019,30.5,15.2,MERCEDES AERO (CTES)
28082019,26.5,16.0,MERLO AERO
28082019,,13.0,METAN
28082019,29.3,15.2,MONTE CASEROS AERO
28082019,26.9,17.0,MORON AERO
28082019,22.6,8.9,NEUQUEN AERO
28082019,27.4,15.1,NUEVE DE JULIO
28082019,31.0,14.5,OBERA
28082019,26.3,13.6,OLAVARRIA AERO
28082019,36.0,18.4,ORAN AERO
28082019,28.8,16.6,PARANA AERO
28082019,13.0,1.4,PASO DE INDIOS
28082019,30.2,14.0,PASO DE LOS LIBRES AERO
28082019,27.9,17.3,PEHUAJO AERO
28082019,8.0,1.0,PERITO MORENO AERO
28082019,26.7,14.3,PIGUE AERO
28082019,34.0,15.9,PILAR OBSERVATORIO
28082019,31.6,15.6,POSADAS AERO
28082019,35.5,13.5,PRESIDENCIA ROQUE SAENZ PEÑA AERO
28082019,12.2,1.4,PUERTO DESEADO AERO
28082019,17.2,4.8,PUERTO MADRYN AERO
28082019,22.3,13.0,PUNTA INDIO B.A.
28082019,29.6,16.0,RAFAELA AERO
28082019,33.0,16.2,RECONQUISTA AERO
28082019,32.8,16.3,RESISTENCIA AERO
28082019,24.6,15.4,RIO COLORADO
28082019,31.4,13.5,RIO CUARTO AERO
28082019,9.0,-0.5,RIO GALLEGOS AERO
28082019,7.2,-0.4,RIO GRANDE B.A.
28082019,37.5,,RIVADAVIA
28082019,29.0,16.0,ROSARIO AERO
28082019,29.6,12.0,SALTA AERO
28082019,19.4,8.6,SAN ANTONIO OESTE AERO
28082019,31.8,4.0,SAN CARLOS (MZA)
28082019,27.0,14.6,SAN FERNANDO AERO
28082019,34.0,9.5,SAN JUAN AERO
28082019,12.6,1.4,SAN JULIAN AERO
28082019,31.5,13.4,SAN LUIS AERO
28082019,29.0,8.2,SAN MARTIN (MZA)
28082019,35.6,6.1,SAN RAFAEL AERO
28082019,10.7,0.2,SANTA CRUZ AERO
28082019,32.1,15.4,SANTA ROSA AERO
28082019,,12.4,SANTA ROSA DE CONLARA AERO
28082019,36.5,18.4,SANTIAGO DEL ESTERO AERO
28082019,30.8,16.6,SAUCE VIEJO AERO
28082019,31.9,16.0,SUNCHALES AERO
28082019,25.0,13.0,TANDIL AERO
28082019,36.0,20.0,TARTAGAL AERO
28082019,31.6,17.8,TERMAS DE RIO HONDO AERO
28082019,36.0,8.0,TINOGASTA
28082019,19.0,7.9,TRELEW AERO
28082019,29.1,16.9,TRENQUE LAUQUEN
28082019,25.2,16.9,TRES ARROYOS
28082019,34.4,16.0,TUCUMAN AERO
28082019,5.5,0.5,USHUAIA AERO
28082019,27.3,6.5,USPALLATA
28082019,30.5,0.2,VENADO TUERTO AERO
28082019,31.9,13.0,VICTORICA
28082019,19.5,9.8,VIEDMA AERO
28082019,34.5,15.5,VILLA DE MARIA DEL RIO SECO
28082019,32.5,16.5,VILLA DOLORES AERO
28082019,24.1,12.5,VILLA GESELL AERO
28082019,33.3,7.4,VILLA REYNOLDS AERO
27082019,20.5,13.8,AEROPARQUE AERO
27082019,22.5,8.5,AZUL AERO
27082019,24.1,10.3,BAHIA BLANCA AERO
27082019,9.6,-2.4,BARILOCHE AERO
27082019,-20.0,-26.0,BASE BELGRANO II
27082019,3.2,-2.3,BASE CARLINI (EX JUBANY)
27082019,-0.4,-5.0,BASE ESPERANZA
27082019,0.6,-5.5,BASE MARAMBIO
27082019,-0.8,-5.0,BASE ORCADAS
27082019,2.5,-15.0,BASE SAN MARTIN
27082019,22.2,7.8,BENITO JUAREZ AERO
27082019,27.1,15.2,BERNARDO DE IRIGOYEN AERO
27082019,24.5,10.4,BOLIVAR AERO
27082019,23.6,12.6,BUENOS AIRES OBSERVATORIO
27082019,24.6,9.6,CAMPO DE MAYO AERO
27082019,32.7,13.8,CATAMARCA AERO
27082019,29.0,14.2,CERES AERO
27082019,29.2,16.9,CHAMICAL AERO
27082019,14.5,-2.3,CHAPELCO AERO
27082019,26.5,8.5,CHEPES
27082019,28.3,9.5,CHILECITO AERO
27082019,22.5,6.8,CIPOLLETTI
27082019,16.2,5.9,COMODORO RIVADAVIA AERO
27082019,25.1,12.9,CONCORDIA AERO
27082019,28.6,11.0,CORDOBA AERO
27082019,28.4,13.4,CORDOBA OBSERVATORIO
27082019,22.4,9.0,CORONEL PRINGLES AERO
27082019,22.5,10.9,CORONEL SUAREZ AERO
27082019,27.8,14.0,CORRIENTES AERO
27082019,23.0,7.2,DOLORES AERO
27082019,10.6,-2.0,EL BOLSON AERO
27082019,10.1,-2.0,EL CALAFATE AERO
27082019,23.6,9.4,EL PALOMAR AERO
27082019,25.7,12.5,EL TREBOL
27082019,27.7,12.0,ESCUELA DE AVIACION MILITAR AERO
27082019,6.4,-3.3,ESQUEL AERO
27082019,24.2,9.8,EZEIZA AERO
27082019,29.2,14.9,FORMOSA AERO
27082019,25.5,10.6,GENERAL PICO AERO
27082019,7.5,2.0,GOBERNADOR GREGORES AERO
27082019,26.2,11.9,GUALEGUAYCHU AERO
